segment_id,avg_signal,min_signal,provider_best_signal,provider_redundancy_score,dead_zone_flag,risk_score,handover_risk,safe_flag,estimated_bandwidth_mbps
S160466,64.69,59.88,67.31,117.47,0,0.166,0.05,1,62.6
S160467,64.79,60.12,67.33,117.52,0,0.166,0.05,1,62.7
S160468,65.0,59.88,67.78,118.28,0,0.165,0.05,1,63.13
S160469,65.39,59.47,68.6,119.67,0,0.163,0.05,1,63.92
S160470,65.45,59.47,68.76,119.85,0,0.163,0.05,1,64.06
S160471,64.5,57.82,68.08,118.77,0,0.167,0.05,1,62.81
S160472,64.55,57.96,68.09,118.78,0,0.167,0.05,1,62.86
S160473,64.5,57.82,68.09,118.78,0,0.167,0.05,1,62.82
S160474,64.81,58.37,68.29,119.12,0,0.166,0.05,1,63.21
S160475,64.44,57.66,68.09,118.78,0,0.168,0.05,1,62.76
S160476,64.5,57.82,68.09,118.78,0,0.167,0.05,1,62.82
S160477,64.66,61.96,66.22,115.57,0,0.167,0.05,1,62.02
S160478,64.6,61.96,66.12,115.41,0,0.167,0.05,1,61.91
S160479,64.82,62.58,66.14,115.45,0,0.166,0.05,1,62.13
S160480,63.97,57.17,67.61,117.96,0,0.17,0.05,1,62.07
S160481,64.5,57.82,68.08,118.77,0,0.167,0.05,1,62.81
S160501,66.61,64.6,69.09,118.71,0,0.158,0.05,1,65.33
S160502,66.51,64.6,69.09,118.47,0,0.158,0.05,1,65.24
S160503,66.44,64.6,68.83,118.24,0,0.159,0.05,1,65.04
S160504,66.36,64.78,68.66,117.88,0,0.159,0.05,1,64.87
S160505,66.31,64.78,68.86,117.82,0,0.159,0.05,1,64.93
S160506,66.7,64.28,69.77,119.3,0,0.157,0.05,1,65.77
S160507,66.69,64.24,69.78,119.31,0,0.157,0.05,1,65.77
S160508,66.92,64.29,69.77,119.79,0,0.156,0.05,1,65.98
S160509,66.11,64.89,68.29,117.16,0,0.16,0.05,1,64.44
S160510,66.04,64.89,68.3,116.99,0,0.16,0.05,1,64.38
S160511,66.3,64.95,68.12,117.49,0,0.159,0.05,1,64.54
S160512,66.0,64.92,68.12,116.85,0,0.16,0.05,1,64.25
S160513,65.9,64.65,68.08,116.81,0,0.161,0.05,1,64.14
S160514,66.07,65.02,67.91,116.88,0,0.16,0.05,1,64.21
S160515,65.8,64.51,67.81,116.61,0,0.161,0.05,1,63.9
S160516,65.73,64.32,67.8,116.6,0,0.162,0.05,1,63.83
S160517,66.36,64.4,69.61,118.42,0,0.159,0.05,1,65.36
S160518,66.4,64.42,69.49,118.47,0,0.159,0.05,1,65.34
S160519,66.34,64.47,69.49,118.28,0,0.159,0.05,1,65.28
S160520,66.55,64.35,70.09,118.99,0,0.158,0.05,1,65.79
S160521,66.63,64.2,70.09,119.29,0,0.158,0.05,1,65.87
S160522,66.5,64.17,70.14,119.04,0,0.158,0.05,1,65.77
S160523,66.61,64.16,70.51,119.37,0,0.158,0.05,1,66.07
S160524,66.5,64.17,70.14,119.04,0,0.158,0.05,1,65.77
S160525,66.47,64.16,70.18,118.99,0,0.158,0.05,1,65.76
S160526,66.67,64.03,70.51,119.61,0,0.157,0.05,1,66.12
S160527,66.58,64.02,70.57,119.44,0,0.158,0.05,1,66.07
S160528,66.63,64.02,70.71,119.59,0,0.158,0.05,1,66.19
S160529,66.61,64.16,70.51,119.37,0,0.158,0.05,1,66.07
S160530,65.63,63.72,68.24,116.95,0,0.162,0.05,1,63.96
S160531,65.73,63.83,68.48,117.14,0,0.162,0.05,1,64.18
S160532,65.8,64.24,68.24,116.94,0,0.161,0.05,1,64.12
S160533,65.73,63.83,68.48,117.14,0,0.162,0.05,1,64.18
S160534,65.78,63.91,68.64,117.23,0,0.161,0.05,1,64.31
S160535,65.9,64.39,68.48,117.12,0,0.161,0.05,1,64.34
S160536,65.78,63.91,68.64,117.23,0,0.161,0.05,1,64.31
S160537,65.88,64.06,68.86,117.41,0,0.161,0.05,1,64.52
S160538,65.8,63.91,68.74,117.3,0,0.161,0.05,1,64.38
S160539,65.88,64.06,68.86,117.41,0,0.161,0.05,1,64.52
S160540,66.31,64.78,68.86,117.82,0,0.159,0.05,1,64.93
S160541,66.16,64.32,69.49,117.99,0,0.16,0.05,1,65.11
S160542,65.9,64.06,68.99,117.48,0,0.161,0.05,1,64.6
S160543,66.78,63.58,71.68,120.49,0,0.157,0.05,1,66.84
S160544,66.81,63.67,71.65,120.49,0,0.157,0.05,1,66.85
S160545,66.87,63.58,71.65,120.69,0,0.157,0.05,1,66.91
S160546,66.55,63.9,71.09,119.59,0,0.158,0.05,1,66.31
S160547,65.82,63.77,69.07,117.53,0,0.161,0.05,1,64.57
S160548,65.96,63.84,69.64,117.93,0,0.161,0.05,1,64.99
S160549,66.13,64.32,69.64,117.96,0,0.16,0.05,1,65.16
S160550,66.36,64.26,70.42,118.71,0,0.159,0.05,1,65.78
S160551,66.45,63.99,70.74,119.2,0,0.158,0.05,1,66.03
S160552,66.38,64.09,70.74,118.97,0,0.159,0.05,1,65.96
S160553,66.44,63.98,70.99,119.25,0,0.159,0.05,1,66.15
S160554,44.7,43.25,46.85,95.38,0,0.288,0.05,0,35.96
S160555,44.63,42.92,46.85,95.52,0,0.289,0.05,0,35.91
S160556,44.83,43.25,47.27,95.77,0,0.288,0.05,0,36.24
S160641,69.23,64.51,78.65,127.05,0,0.146,0.05,1,72.92
S160733,67.47,62.38,70.46,122.64,0,0.154,0.05,1,66.87
S160734,67.87,62.6,71.42,123.6,0,0.152,0.05,1,67.76
S161321,60.38,58.55,61.45,107.31,0,0.186,0.05,1,55.7
S161322,60.24,58.14,61.44,107.29,0,0.186,0.05,1,55.57
S167323,66.89,64.28,69.54,119.68,0,0.156,0.05,1,65.83
S167324,66.87,64.29,69.5,119.61,0,0.157,0.05,1,65.79
S167325,66.9,64.31,69.48,119.66,0,0.156,0.05,1,65.81
S167326,66.87,64.29,69.5,119.61,0,0.157,0.05,1,65.79
S167327,67.05,64.28,70.05,120.16,0,0.156,0.05,1,66.25
S167328,67.51,63.71,70.97,121.86,0,0.154,0.05,1,67.17
S167329,67.56,64.26,70.56,121.45,0,0.153,0.05,1,67.01
S168174,66.72,66.21,67.07,117.24,0,0.157,0.05,1,64.4
S168175,69.39,66.9,74.2,124.51,0,0.145,0.05,1,70.71
S168548,63.52,62.44,65.48,112.47,0,0.172,0.05,1,60.58
S168549,63.17,62.18,64.94,111.74,0,0.173,0.05,1,59.98
S168550,63.17,62.18,64.94,111.74,0,0.173,0.05,1,59.98
S168551,63.28,62.2,65.25,112.05,0,0.173,0.05,1,60.24
S168552,63.44,62.21,65.69,112.5,0,0.172,0.05,1,60.61
S168553,63.48,62.21,65.82,112.62,0,0.172,0.05,1,60.71
S168554,63.8,62.47,66.25,113.25,0,0.17,0.05,1,61.23
S173191,64.17,55.63,68.79,119.86,0,0.169,0.05,1,62.86
S173195,64.51,55.81,69.21,120.59,0,0.167,0.05,1,63.39
S173197,64.49,55.8,69.19,120.55,0,0.167,0.05,1,63.37
S173198,64.23,55.66,68.86,119.99,0,0.168,0.05,1,62.95
S173199,64.49,55.8,69.19,120.55,0,0.167,0.05,1,63.37
S173328,75.62,73.36,77.03,134.38,0,0.117,0.05,1,78.49
S173329,72.12,69.9,73.64,131.01,0,0.143,0.05,1,73.11
S173611,63.01,61.99,64.83,111.48,0,0.174,0.05,1,59.78
S173612,62.7,61.77,64.34,110.82,0,0.175,0.05,1,59.25
S173613,62.95,61.8,65.06,111.55,0,0.174,0.05,1,59.84
S174290,67.6,66.76,69.04,119.28,0,0.153,0.05,1,66.26
S174291,67.65,66.87,69.04,119.33,0,0.153,0.05,1,66.31
S174875,77.17,76.44,77.98,135.79,0,0.11,0.05,1,80.61
S174876,76.09,74.02,77.17,134.98,0,0.115,0.05,1,79.05
S174877,74.66,73.26,76.14,132.07,0,0.122,0.05,1,77.03
S174878,74.66,73.26,76.14,132.07,0,0.122,0.05,1,77.03
S174879,73.66,72.63,75.27,130.07,0,0.126,0.05,1,75.54
S174880,73.66,72.63,75.27,130.07,0,0.126,0.05,1,75.54
S185686,67.18,63.65,71.36,121.25,0,0.155,0.05,1,67.06
S185687,67.28,63.56,71.36,121.56,0,0.155,0.05,1,67.15
S185688,67.34,63.55,72.0,121.84,0,0.154,0.05,1,67.55
S185689,67.54,63.55,71.43,122.15,0,0.154,0.05,1,67.44
S185690,67.52,63.55,70.97,122.0,0,0.154,0.05,1,67.18
S185691,67.51,63.71,70.97,121.86,0,0.154,0.05,1,67.17
S185692,67.46,63.56,71.21,121.93,0,0.154,0.05,1,67.25
S185693,67.41,62.94,72.72,122.65,0,0.154,0.05,1,67.99
S185694,67.37,63.1,72.72,122.44,0,0.154,0.05,1,67.95
S185695,67.4,63.3,72.32,122.25,0,0.154,0.05,1,67.77
S185696,67.45,63.1,72.32,122.51,0,0.154,0.05,1,67.82
S185697,67.37,63.1,72.72,122.44,0,0.154,0.05,1,67.95
S185698,67.4,63.3,72.32,122.25,0,0.154,0.05,1,67.77
S185699,67.29,63.3,72.0,121.92,0,0.155,0.05,1,67.5
S185700,67.45,63.56,71.86,122.06,0,0.154,0.05,1,67.58
S185701,67.28,63.56,71.36,121.56,0,0.155,0.05,1,67.15
S185702,67.46,63.56,71.21,121.93,0,0.154,0.05,1,67.25
S185703,67.45,63.56,71.86,122.06,0,0.154,0.05,1,67.58
S185704,67.35,63.87,71.21,121.44,0,0.154,0.05,1,67.14
S185705,67.06,63.87,70.64,120.65,0,0.156,0.05,1,66.57
S185706,67.06,63.94,70.57,120.58,0,0.156,0.05,1,66.53
S185707,67.35,63.87,71.21,121.44,0,0.154,0.05,1,67.14
S185708,67.6,63.55,71.05,122.2,0,0.153,0.05,1,67.3
S185709,67.56,63.38,71.12,122.26,0,0.153,0.05,1,67.3
S185710,44.97,43.22,48.16,96.19,0,0.287,0.05,0,36.72
S185711,44.83,42.75,48.23,96.22,0,0.288,0.05,0,36.64
S185712,44.87,42.78,48.33,96.32,0,0.288,0.05,0,36.71
S185713,44.67,42.06,48.49,96.41,0,0.289,0.05,0,36.62
S185714,44.66,42.06,48.54,96.39,0,0.289,0.05,0,36.63
S185715,44.91,42.78,48.49,96.41,0,0.287,0.05,0,36.81
S185716,44.74,42.43,48.32,96.28,0,0.288,0.05,0,36.6
S185717,44.6,42.01,48.36,96.28,0,0.289,0.05,0,36.51
S185718,44.67,42.06,48.49,96.41,0,0.289,0.05,0,36.62
S185719,41.34,38.11,44.86,93.02,0,0.315,0.05,0,32.61
S185720,41.25,37.99,44.71,92.88,0,0.316,0.05,0,32.48
S185721,41.54,38.82,44.63,92.94,0,0.315,0.05,0,32.66
S185723,41.12,37.87,44.26,92.63,0,0.316,0.05,0,32.2
S185918,68.38,67.94,69.05,120.16,0,0.15,0.05,1,67.02
S185919,68.92,68.03,70.44,121.65,0,0.147,0.05,1,68.26
S185920,68.35,67.87,69.11,120.17,0,0.15,0.05,1,67.02
S186612,58.38,55.51,59.96,104.7,0,0.195,0.05,1,53.19
S186613,58.33,55.39,59.95,104.68,0,0.195,0.05,1,53.14
S186626,64.83,61.21,66.84,116.67,0,0.166,0.05,1,62.49
S186627,64.93,60.95,67.13,117.16,0,0.165,0.05,1,62.73
S186628,63.99,58.58,66.93,116.78,0,0.17,0.05,1,61.75
S186629,63.91,58.36,66.92,116.76,0,0.17,0.05,1,61.67
S186630,64.19,58.36,67.34,117.49,0,0.169,0.05,1,62.14
S186631,64.04,57.9,67.34,117.5,0,0.169,0.05,1,62.0
S186632,63.98,57.73,67.34,117.49,0,0.17,0.05,1,61.95
S186633,64.19,58.36,67.34,117.49,0,0.169,0.05,1,62.14
S186634,64.17,59.05,66.96,116.83,0,0.169,0.05,1,61.93
S186635,64.1,58.87,66.95,116.81,0,0.169,0.05,1,61.86
S186636,64.36,58.87,67.34,117.5,0,0.168,0.05,1,62.3
S186637,64.21,58.41,67.34,117.51,0,0.169,0.05,1,62.16
S186638,64.15,58.23,67.34,117.5,0,0.169,0.05,1,62.1
S186639,64.36,58.87,67.34,117.5,0,0.168,0.05,1,62.3
S186640,63.53,57.76,66.65,116.28,0,0.172,0.05,1,61.18
S186641,63.55,57.48,66.83,116.58,0,0.172,0.05,1,61.28
S186642,63.52,57.36,66.85,116.62,0,0.172,0.05,1,61.27
S186643,63.41,57.07,66.83,116.58,0,0.172,0.05,1,61.15
S186644,63.55,57.48,66.83,116.58,0,0.172,0.05,1,61.28
S186645,62.83,54.83,67.11,117.03,0,0.175,0.05,1,60.75
S186646,62.79,54.8,67.07,116.95,0,0.175,0.05,1,60.7
S186647,63.06,55.51,67.09,117.01,0,0.174,0.05,1,60.96
S186648,62.66,54.69,66.93,116.71,0,0.176,0.05,1,60.5
S186649,62.69,54.71,66.96,116.76,0,0.175,0.05,1,60.55
S186650,62.79,54.8,67.07,116.95,0,0.175,0.05,1,60.7
S186653,62.78,54.78,67.06,116.94,0,0.175,0.05,1,60.68
S186660,63.01,57.2,66.16,115.4,0,0.174,0.05,1,60.44
S186661,62.89,56.94,66.11,115.32,0,0.175,0.05,1,60.31
S186662,62.93,56.94,66.18,115.44,0,0.174,0.05,1,60.38
S186663,62.92,56.74,66.26,115.58,0,0.174,0.05,1,60.41
S186664,62.89,56.69,66.24,115.54,0,0.175,0.05,1,60.37
S186665,62.82,56.49,66.24,115.54,0,0.175,0.05,1,60.31
S186666,62.85,56.69,66.18,115.44,0,0.175,0.05,1,60.3
S186667,62.89,56.69,66.24,115.54,0,0.175,0.05,1,60.37
S186668,62.93,56.94,66.18,115.44,0,0.174,0.05,1,60.38
S186669,62.85,56.69,66.18,115.44,0,0.175,0.05,1,60.3
S186673,43.57,40.48,45.85,94.8,0,0.293,0.05,0,34.68
S186674,43.43,40.35,45.49,94.51,0,0.294,0.05,0,34.43
S186675,43.44,40.35,45.6,94.55,0,0.294,0.05,0,34.48
S186818,64.06,63.19,64.67,112.91,0,0.169,0.05,1,60.67
S186912,68.89,64.58,73.71,125.0,0,0.147,0.05,1,69.96
S186913,69.46,64.61,77.5,127.21,0,0.145,0.05,1,72.54
S186976,67.41,67.15,67.89,118.27,0,0.154,0.05,1,65.48
S186977,67.34,67.06,67.89,118.2,0,0.154,0.05,1,65.41
S186992,72.02,71.0,73.68,127.2,0,0.133,0.05,1,73.04
S186993,72.62,71.53,74.24,128.31,0,0.131,0.05,1,73.94
S186994,73.76,72.36,75.2,130.48,0,0.126,0.05,1,75.6
S186995,68.82,67.2,70.4,122.06,0,0.148,0.05,1,68.15
S186996,68.77,67.05,70.39,122.03,0,0.148,0.05,1,68.09
S186997,68.77,67.05,70.39,122.03,0,0.148,0.05,1,68.09
S186998,72.02,71.0,73.68,127.2,0,0.133,0.05,1,73.04
S186999,72.62,71.53,74.24,128.31,0,0.131,0.05,1,73.94
S187000,71.8,70.66,73.42,126.9,0,0.134,0.05,1,72.68
S187001,73.17,71.52,74.51,129.61,0,0.128,0.05,1,74.63
S187002,73.17,71.52,74.51,129.61,0,0.128,0.05,1,74.63
S187003,73.76,72.11,75.05,130.65,0,0.126,0.05,1,75.52
S187004,72.84,71.21,74.18,129.02,0,0.13,0.05,1,74.12
S187005,66.27,63.94,67.49,118.03,0,0.159,0.05,1,64.19
S187006,66.37,64.11,67.53,118.12,0,0.159,0.05,1,64.3
S187007,66.4,64.33,67.49,118.03,0,0.159,0.05,1,64.31
S187008,66.27,63.43,67.73,118.47,0,0.159,0.05,1,64.31
S187009,66.37,63.6,67.78,118.57,0,0.159,0.05,1,64.43
S187010,66.41,63.43,67.93,118.83,0,0.159,0.05,1,64.55
S187011,66.57,65.3,67.25,117.63,0,0.158,0.05,1,64.35
S187012,66.58,65.09,67.37,117.84,0,0.158,0.05,1,64.42
S187013,66.64,65.31,67.33,117.79,0,0.158,0.05,1,64.46
S187014,66.8,66.47,67.01,117.2,0,0.157,0.05,1,64.44
S187015,66.75,66.08,67.13,117.41,0,0.157,0.05,1,64.46
S187016,66.75,66.2,67.06,117.3,0,0.157,0.05,1,64.42
S187017,66.7,65.5,67.33,117.79,0,0.157,0.05,1,64.51
S187018,66.64,65.31,67.33,117.79,0,0.158,0.05,1,64.46
S187019,66.65,65.29,67.37,117.84,0,0.158,0.05,1,64.49
S187020,66.73,65.79,67.23,117.61,0,0.157,0.05,1,64.49
S187021,66.86,66.2,67.22,117.58,0,0.157,0.05,1,64.61
S187022,66.71,65.74,67.22,117.58,0,0.157,0.05,1,64.47
S187532,68.6,64.49,76.84,125.21,0,0.149,0.05,1,71.33
S187533,68.35,64.44,76.15,124.49,0,0.15,0.05,1,70.72
S187534,68.46,64.6,76.15,124.63,0,0.149,0.05,1,70.83
S188852,69.46,64.61,77.5,127.21,0,0.145,0.05,1,72.54
S188853,69.26,65.09,77.5,126.4,0,0.146,0.05,1,72.34
S188867,69.88,68.05,71.83,124.15,0,0.143,0.05,1,69.93
S188868,68.57,66.53,70.37,121.98,0,0.149,0.05,1,67.89
S188869,68.42,66.3,70.21,121.78,0,0.15,0.05,1,67.66
S188870,68.65,66.79,70.34,121.95,0,0.149,0.05,1,67.95
S189854,64.56,60.58,68.74,117.02,0,0.167,0.05,1,63.2
S189855,64.57,60.58,68.74,117.04,0,0.167,0.05,1,63.21
S189856,64.56,60.51,69.05,117.13,0,0.167,0.05,1,63.36
S189857,64.56,60.58,68.74,117.02,0,0.167,0.05,1,63.2
S189858,64.44,60.51,68.72,116.8,0,0.168,0.05,1,63.08
S189859,64.46,60.46,69.15,116.98,0,0.167,0.05,1,63.32
S189860,64.72,60.58,69.22,117.5,0,0.166,0.05,1,63.6
S189861,64.55,60.51,69.24,117.16,0,0.167,0.05,1,63.45
S189862,64.59,60.51,69.38,117.3,0,0.167,0.05,1,63.56
S189863,64.78,60.46,70.24,117.97,0,0.166,0.05,1,64.18
S189864,64.78,60.46,70.24,117.97,0,0.166,0.05,1,64.18
S189865,64.96,60.4,71.49,118.72,0,0.165,0.05,1,64.99
S189915,72.17,69.9,73.79,131.16,0,0.142,0.05,1,73.24
S189916,72.77,70.77,73.86,129.12,0,0.13,0.05,1,73.88
S189917,70.27,68.21,71.65,127.54,0,0.151,0.05,1,70.22
S189918,73.17,71.12,74.26,129.85,0,0.128,0.05,1,74.5
S190172,62.53,54.59,66.77,116.44,0,0.176,0.05,1,60.3
S190198,66.15,61.24,68.84,120.11,0,0.16,0.05,1,64.76
S190199,66.68,62.51,68.99,120.39,0,0.157,0.05,1,65.35
S190200,66.15,61.24,68.84,120.11,0,0.16,0.05,1,64.76
S190686,57.43,54.27,59.14,103.3,0,0.199,0.05,1,51.96
S190687,57.26,53.89,59.09,103.2,0,0.2,0.05,1,51.79
S190688,57.26,53.89,59.09,103.2,0,0.2,0.05,1,51.79
S190702,66.44,64.11,67.65,118.32,0,0.159,0.05,1,64.43
S190703,66.39,64.18,67.53,118.12,0,0.159,0.05,1,64.32
S190704,66.37,64.11,67.53,118.12,0,0.159,0.05,1,64.3
S190739,58.02,56.18,59.03,103.16,0,0.196,0.05,1,52.43
S190740,58.19,56.51,59.13,103.34,0,0.196,0.05,1,52.63
S190741,58.22,56.64,59.09,103.28,0,0.196,0.05,1,52.63
S190751,59.01,57.54,59.87,104.6,0,0.192,0.05,1,53.71
S190752,58.93,57.25,59.9,104.64,0,0.192,0.05,1,53.65
S190753,58.8,57.01,59.82,104.5,0,0.193,0.05,1,53.5
S190754,58.8,57.01,59.82,104.5,0,0.193,0.05,1,53.5
S190755,58.7,56.82,59.76,104.39,0,0.193,0.05,1,53.38
S190756,58.71,56.86,59.76,104.4,0,0.193,0.05,1,53.39
S190757,58.8,57.01,59.82,104.5,0,0.193,0.05,1,53.5
S190758,58.52,56.98,59.4,103.79,0,0.194,0.05,1,53.05
S190759,58.59,57.14,59.42,103.82,0,0.194,0.05,1,53.12
S190760,58.77,57.39,59.56,104.07,0,0.193,0.05,1,53.35
S190761,58.59,57.14,59.42,103.82,0,0.194,0.05,1,53.12
S190762,58.68,57.3,59.47,103.92,0,0.193,0.05,1,53.22
S190763,58.59,57.14,59.42,103.82,0,0.194,0.05,1,53.12
S190779,57.42,54.98,58.74,102.65,0,0.199,0.05,1,51.76
S190780,57.17,54.41,58.66,102.49,0,0.2,0.05,1,51.5
S190781,57.29,54.62,58.72,102.61,0,0.2,0.05,1,51.64
S190999,66.07,60.49,69.14,120.56,0,0.16,0.05,1,64.84
S191000,66.08,60.59,69.1,120.51,0,0.16,0.05,1,64.83
S191001,66.96,62.17,69.62,121.42,0,0.156,0.05,1,65.94
S191894,64.15,60.04,71.21,117.11,0,0.169,0.05,1,64.08
S191895,64.07,60.01,70.98,116.89,0,0.169,0.05,1,63.88
S191896,64.22,60.11,71.53,117.3,0,0.169,0.05,1,64.31
S191897,64.24,60.08,71.82,117.44,0,0.168,0.05,1,64.47
S191903,68.09,63.17,71.31,123.65,0,0.151,0.05,1,67.91
S191904,68.0,62.95,71.31,123.62,0,0.151,0.05,1,67.83
S191905,68.29,63.23,72.1,124.26,0,0.15,0.05,1,68.52
S192041,66.78,65.79,67.3,117.73,0,0.157,0.05,1,64.57
S192042,66.73,65.79,67.23,117.61,0,0.157,0.05,1,64.49
S192043,67.1,66.9,67.23,117.61,0,0.156,0.05,1,64.84
S192044,66.76,61.57,74.61,122.69,0,0.157,0.05,1,68.35
S192045,65.86,60.95,74.66,121.15,0,0.161,0.05,1,67.5
S192055,68.32,63.23,72.72,124.49,0,0.15,0.05,1,68.88
S192056,67.98,64.04,70.54,122.56,0,0.152,0.05,1,67.4
S192077,58.33,52.78,65.46,109.06,0,0.2,0.05,1,55.8
S192078,58.35,52.8,65.49,109.09,0,0.2,0.05,1,55.84
S192079,58.33,52.78,65.46,109.06,0,0.2,0.05,1,55.8
S192272,57.3,53.62,59.29,103.54,0,0.2,0.05,1,51.92
S192273,57.42,53.95,59.29,103.55,0,0.199,0.05,1,52.02
S192274,57.48,54.0,59.37,103.67,0,0.199,0.05,1,52.11
S192487,71.51,70.88,71.86,125.71,0,0.136,0.05,1,71.56
S192488,71.52,70.89,71.86,125.71,0,0.136,0.05,1,71.57
S192489,72.18,70.88,72.9,127.48,0,0.133,0.05,1,72.78
S192490,72.14,70.82,72.85,127.4,0,0.133,0.05,1,72.71
S192561,69.93,67.93,71.26,126.88,0,0.152,0.05,1,69.68
S192563,70.25,68.23,71.68,127.49,0,0.151,0.05,1,70.22
S192564,70.03,68.02,71.39,127.07,0,0.152,0.05,1,69.85
S192565,70.03,68.02,71.39,127.07,0,0.152,0.05,1,69.85
S192566,70.25,68.23,71.68,127.49,0,0.151,0.05,1,70.22
S192832,67.25,66.88,67.79,118.1,0,0.155,0.05,1,65.28
S192833,67.93,66.88,69.83,120.14,0,0.152,0.05,1,66.99
S192834,67.25,66.88,67.79,118.1,0,0.155,0.05,1,65.28
S192835,67.47,67.25,67.69,118.28,0,0.154,0.05,1,65.43
S192836,67.53,66.28,69.83,119.69,0,0.154,0.05,1,66.6
S192837,67.87,66.28,70.87,120.72,0,0.152,0.05,1,67.47
S192838,67.53,66.28,69.83,119.69,0,0.154,0.05,1,66.6
S192839,67.66,66.53,69.71,119.76,0,0.153,0.05,1,66.66
S192840,67.65,65.95,70.87,120.48,0,0.153,0.05,1,67.26
S192841,68.35,65.95,72.96,122.56,0,0.15,0.05,1,69.03
S192842,67.73,66.12,70.75,120.49,0,0.153,0.05,1,67.27
S192843,67.65,65.95,70.87,120.48,0,0.153,0.05,1,67.26
S192844,67.52,66.56,69.21,119.3,0,0.154,0.05,1,66.27
S192845,67.57,66.13,70.23,119.99,0,0.153,0.05,1,66.85
S192846,66.71,63.34,68.57,119.75,0,0.157,0.05,1,65.16
S192847,66.71,63.34,68.58,119.75,0,0.157,0.05,1,65.17
S192848,66.96,63.5,68.88,120.25,0,0.156,0.05,1,65.56
S192849,66.64,62.96,68.68,119.89,0,0.158,0.05,1,65.15
S192972,64.53,57.17,76.38,121.41,0,0.167,0.05,1,67.11
S192973,64.53,57.17,76.38,121.41,0,0.167,0.05,1,67.11
S192974,65.86,60.95,74.66,121.15,0,0.161,0.05,1,67.5
S192975,65.37,60.57,74.65,120.33,0,0.163,0.05,1,67.02
S193008,67.28,62.22,70.02,122.21,0,0.155,0.05,1,66.46
S193009,67.44,62.32,70.15,122.53,0,0.154,0.05,1,66.68
S193409,66.27,63.56,67.67,118.36,0,0.159,0.05,1,64.28
S193410,66.54,63.88,67.92,118.78,0,0.158,0.05,1,64.66
S193411,66.24,63.37,67.71,118.43,0,0.159,0.05,1,64.27
S193412,66.96,65.46,67.78,118.51,0,0.156,0.05,1,64.99
S193413,66.97,65.46,67.79,118.52,0,0.156,0.05,1,65.01
S193414,66.4,63.6,67.83,118.66,0,0.159,0.05,1,64.48
S193415,66.39,63.67,67.78,118.57,0,0.159,0.05,1,64.45
S193416,66.37,63.6,67.78,118.57,0,0.159,0.05,1,64.43
S193417,66.57,65.54,67.13,117.41,0,0.158,0.05,1,64.29
S193418,66.75,66.08,67.13,117.41,0,0.157,0.05,1,64.46
S193419,66.58,65.54,67.14,117.43,0,0.158,0.05,1,64.3
S193420,66.51,65.33,67.15,117.44,0,0.158,0.05,1,64.24
S193421,66.47,65.33,67.08,117.32,0,0.158,0.05,1,64.17
S193422,66.57,65.54,67.13,117.41,0,0.158,0.05,1,64.29
S193423,66.74,66.13,67.08,117.32,0,0.157,0.05,1,64.42
S193424,66.47,65.44,67.04,117.23,0,0.158,0.05,1,64.15
S193425,66.42,65.22,67.06,117.28,0,0.159,0.05,1,64.11
S195187,63.98,57.73,67.34,117.49,0,0.17,0.05,1,61.95
S195188,63.89,57.47,67.34,117.49,0,0.17,0.05,1,61.86
S195189,64.02,57.85,67.34,117.49,0,0.169,0.05,1,61.98
S198886,66.66,65.24,67.44,117.91,0,0.158,0.05,1,64.53
S198887,66.72,66.21,67.07,117.24,0,0.157,0.05,1,64.4
S199171,62.13,61.2,63.82,109.85,0,0.178,0.05,1,58.46
S199172,61.71,60.97,63.0,108.86,0,0.18,0.05,1,57.67
S199173,53.01,50.38,57.67,105.24,0,0.241,0.05,1,47.44
S199174,52.88,50.37,57.85,104.9,0,0.242,0.05,1,47.41
S199175,53.05,50.46,58.18,105.31,0,0.241,0.05,1,47.71
S199176,52.9,50.4,57.85,104.94,0,0.241,0.05,1,47.43
S199177,55.65,51.6,63.6,111.9,0,0.229,0.05,1,52.51
S199417,66.29,62.47,72.5,120.42,0,0.159,0.05,1,66.79
S199418,66.02,62.3,71.87,119.78,0,0.16,0.05,1,66.2
S199441,65.57,60.48,68.33,119.26,0,0.162,0.05,1,63.95
S199442,66.68,62.51,68.99,120.39,0,0.157,0.05,1,65.35
S199443,65.64,60.46,68.45,119.45,0,0.162,0.05,1,64.08
S199444,65.44,59.66,68.58,119.64,0,0.163,0.05,1,63.96
S199445,65.45,59.66,68.6,119.67,0,0.163,0.05,1,63.98
S199446,64.67,58.28,68.1,118.82,0,0.166,0.05,1,62.98
S199447,64.58,58.06,68.09,118.79,0,0.167,0.05,1,62.89
S199448,64.58,58.06,68.09,118.79,0,0.167,0.05,1,62.89
S199449,64.58,58.06,68.09,118.79,0,0.167,0.05,1,62.89
S199450,64.55,57.96,68.09,118.78,0,0.167,0.05,1,62.86
S199451,64.9,58.62,68.28,119.13,0,0.165,0.05,1,63.29
S199452,66.8,64.06,70.31,119.84,0,0.157,0.05,1,66.15
S199453,66.83,64.03,70.44,119.95,0,0.157,0.05,1,66.24
S199454,66.81,64.03,70.37,119.89,0,0.157,0.05,1,66.19
S199455,66.91,63.84,71.14,120.44,0,0.156,0.05,1,66.68
S199456,66.83,63.74,71.17,120.35,0,0.157,0.05,1,66.62
S199457,66.84,63.74,71.2,120.38,0,0.157,0.05,1,66.65
